Date,Time,Latitude,Longitude,Channel,RSSI,Adjusted Value,Antenna Gain,Cable Loss
07/02/2024,23:16:40:990,40.000267,-79.999909,490862500,-92.61,-92.61,0,0
07/02/2024,23:16:41:010,40.000267,-79.999907,490862500,-91.1,-91.1,0,0
07/02/2024,23:17:19:634,40.000231,-79.999554,1,-89.62,-89.62,0,0,
07/02/2024,23:17:19:754,40.000231,-79.999553,1,-82.57,-82.57,0,0,
07/02/2024,23:17:19:879,40.000231,-79.999552,1,-86.05,-86.05,0,0,
07/02/2024,23:17:20:005,40.000231,-79.999550,1,-82.9,-82.9,0,0,
07/02/2024,23:17:20:126,40.000231,-79.999549,1,-87.85,-87.85,0,0,
07/02/2024,23:17:20:246,40.000231,-79.999548,1,-85.39,-85.39,0,0,
07/02/2024,23:17:20:385,40.000231,-79.999547,1,-82.85,-82.85,0,0,
07/02/2024,23:17:20:503,40.000231,-79.999546,1,-95.87,-95.87,0,0,
07/02/2024,23:17:20:633,40.000230,-79.999545,1,-82.78,-82.78,0,0,
07/02/2024,23:17:20:733,40.000230,-79.999544,1,-82.51,-82.51,0,0,
07/02/2024,23:17:20:856,40.000230,-79.999543,1,-83.63,-83.63,0,0,
07/02/2024,23:17:20:980,40.000230,-79.999542,1,-91.8,-91.8,0,0,
07/02/2024,23:17:21:108,40.000230,-79.999540,1,-81.4,-81.4,0,0,
07/02/2024,23:17:21:226,40.000230,-79.999539,1,-82.3,-82.3,0,0,
07/02/2024,23:17:21:350,40.000230,-79.999538,1,-79.9,-79.9,0,0,
07/02/2024,23:17:21:472,40.000230,-79.999537,1,-82.56,-82.56,0,0,
07/02/2024,23:17:21:590,40.000230,-79.999536,1,-79.2,-79.2,0,0,
07/02/2024,23:17:21:713,40.000229,-79.999535,1,-77.84,-77.84,0,0,
07/02/2024,23:17:21:841,40.000229,-79.999534,1,-80.26,-80.26,0,0,
07/02/2024,23:17:21:965,40.000229,-79.999533,1,-83.66,-83.66,0,0,
07/02/2024,23:17:22:101,40.000229,-79.999532,1,-87.51,-87.51,0,0,
07/02/2024,23:17:22:202,40.000229,-79.999531,1,-89.2,-89.2,0,0,
07/02/2024,23:17:22:325,40.000229,-79.999529,1,-90.58,-90.58,0,0,
07/02/2024,23:17:22:449,40.000229,-79.999528,1,-87.04,-87.04,0,0,
07/02/2024,23:17:22:575,40.000229,-79.999527,1,-93.39,-93.39,0,0,
07/02/2024,23:17:22:695,40.000229,-79.999526,1,-93.14,-93.14,0,0,
07/02/2024,23:17:22:816,40.000228,-79.999525,1,-90.32,-90.32,0,0,
07/02/2024,23:17:22:941,40.000228,-79.999524,1,-96.78,-96.78,0,0,
07/02/2024,23:17:23:062,40.000228,-79.999523,1,-91.63,-91.63,0,0,
07/02/2024,23:17:23:185,40.000228,-79.999522,1,-89.34,-89.34,0,0,
07/02/2024,23:17:23:541,40.000228,-79.999521,1,-92.83,-92.83,0,0,
07/02/2024,23:17:23:556,40.000228,-79.999519,1,-90.3,-90.3,0,0,
07/02/2024,23:17:23:575,40.000228,-79.999518,1,-99.04,-99.04,0,0,
07/02/2024,23:17:23:670,40.000228,-79.999517,1,-91.14,-91.14,0,0,
07/02/2024,23:17:23:794,40.000228,-79.999516,1,-93.15,-93.15,0,0,
07/02/2024,23:17:23:953,40.000227,-79.999515,1,-91.35,-91.35,0,0,
07/02/2024,23:17:24:063,40.000227,-79.999514,1,-84.5,-84.5,0,0,
07/02/2024,23:17:24:192,40.000227,-79.999513,1,-89.58,-89.58,0,0,
07/02/2024,23:17:24:288,40.000227,-79.999512,1,-84.42,-84.42,0,0,
07/02/2024,23:17:24:416,40.000227,-79.999511,1,-84.25,-84.25,0,0,
07/02/2024,23:17:24:530,40.000227,-79.999510,1,-89.6,-89.6,0,0,
07/02/2024,23:17:24:658,40.000227,-79.999508,1,-84.42,-84.42,0,0,
07/02/2024,23:17:24:773,40.000227,-79.999507,1,-89.02,-89.02,0,0,
07/02/2024,23:17:24:899,40.000227,-79.999506,1,-85.86,-85.86,0,0,
07/02/2024,23:17:25:024,40.000226,-79.999505,1,-85.14,-85.14,0,0,
07/02/2024,23:17:25:156,40.000226,-79.999504,1,-99.2,-99.2,0,0,
07/02/2024,23:17:25:262,40.000226,-79.999503,1,-87.07,-87.07,0,0,
07/02/2024,23:17:25:385,40.000226,-79.999502,1,-90.87,-90.87,0,0,
07/02/2024,23:17:25:509,40.000226,-79.999501,1,-88.44,-88.44,0,0,
07/02/2024,23:17:25:631,40.000226,-79.999500,1,-88.16,-88.16,0,0,
07/02/2024,23:17:25:760,40.000226,-79.999498,1,-87.28,-87.28,0,0,
07/02/2024,23:17:25:880,40.000226,-79.999497,1,-84.95,-84.95,0,0,
07/02/2024,23:17:26:014,40.000226,-79.999496,1,-83.9,-83.9,0,0,
07/02/2024,23:17:26:141,40.000225,-79.999495,1,-91.51,-91.51,0,0,
07/02/2024,23:17:26:246,40.000225,-79.999494,1,-85.45,-85.45,0,0,
07/02/2024,23:17:26:375,40.000225,-79.999493,1,-82.34,-82.34,0,0,
07/02/2024,23:17:26:493,40.000225,-79.999492,1,-86.89,-86.89,0,0,
07/02/2024,23:17:26:613,40.000225,-79.999491,1,-88.2,-88.2,0,0,
07/02/2024,23:17:26:751,40.000225,-79.999490,1,-81.59,-81.59,0,0,
07/02/2024,23:17:26:860,40.000225,-79.999489,1,-83.96,-83.96,0,0,
07/02/2024,23:17:26:980,40.000225,-79.999487,1,-86.25,-86.25,0,0,
07/02/2024,23:17:27:101,40.000225,-79.999486,1,-86.32,-86.32,0,0,
07/02/2024,23:17:27:226,40.000224,-79.999485,1,-88.52,-88.52,0,0,
07/02/2024,23:17:27:373,40.000224,-79.999484,1,-84.55,-84.55,0,0,
07/02/2024,23:17:27:471,40.000224,-79.999483,1,-94.46,-94.46,0,0,
07/02/2024,23:17:27:608,40.000224,-79.999482,1,-92.51,-92.51,0,0,
07/02/2024,23:17:27:733,40.000224,-79.999481,1,-89.38,-89.38,0,0,
07/02/2024,23:17:27:841,40.000224,-79.999480,1,-94.88,-94.88,0,0,
07/02/2024,23:17:27:957,40.000224,-79.999479,1,-87.33,-87.33,0,0,
07/02/2024,23:17:28:079,40.000224,-79.999477,1,-94.18,-94.18,0,0,
07/02/2024,23:17:28:200,40.000224,-79.999476,1,-92.19,-92.19,0,0,
07/02/2024,23:17:28:326,40.000223,-79.999475,1,-89.21,-89.21,0,0,
07/02/2024,23:17:28:452,40.000223,-79.999474,1,-89.29,-89.29,0,0,
07/02/2024,23:17:28:810,40.000223,-79.999473,1,-95.05,-95.05,0,0,
07/02/2024,23:17:28:840,40.000223,-79.999472,1,-86.31,-86.31,0,0,
07/02/2024,23:17:28:860,40.000223,-79.999471,1,-92.55,-92.55,0,0,
07/02/2024,23:17:28:943,40.000223,-79.999470,1,-93.53,-93.53,0,0,
07/02/2024,23:17:29:066,40.000223,-79.999469,1,-93.69,-93.69,0,0,
07/02/2024,23:17:29:181,40.000223,-79.999468,1,-92.22,-92.22,0,0,
07/02/2024,23:17:29:314,40.000223,-79.999466,1,-95.99,-95.99,0,0,
07/02/2024,23:17:29:434,40.000222,-79.999465,1,-89.2,-89.2,0,0,
07/02/2024,23:17:29:562,40.000222,-79.999464,1,-88.11,-88.11,0,0,
07/02/2024,23:17:29:671,40.000222,-79.999463,1,-90.1,-90.1,0,0,
07/02/2024,23:17:29:791,40.000222,-79.999462,1,-84.69,-84.69,0,0,
07/02/2024,23:17:29:922,40.000222,-79.999461,1,-87.16,-87.16,0,0,
07/02/2024,23:17:30:041,40.000222,-79.999460,1,-83.64,-83.64,0,0,
07/02/2024,23:17:30:165,40.000222,-79.999459,1,-86.62,-86.62,0,0,
07/02/2024,23:17:30:286,40.000222,-79.999458,1,-85.34,-85.34,0,0,
07/02/2024,23:17:30:413,40.000222,-79.999456,1,-82.3,-82.3,0,0,
07/02/2024,23:17:30:533,40.000221,-79.999455,1,-87.34,-87.34,0,0,
07/02/2024,23:17:30:651,40.000221,-79.999454,1,-102.98,-102.98,0,0,
07/02/2024,23:17:30:776,40.000221,-79.999453,1,-89.25,-89.25,0,0,
07/02/2024,23:17:30:895,40.000221,-79.999452,1,-94.05,-94.05,0,0,
07/02/2024,23:17:31:021,40.000221,-79.999451,1,-86.62,-86.62,0,0,
07/02/2024,23:17:31:141,40.000221,-79.999450,1,-83.4,-83.4,0,0,
07/02/2024,23:17:31:264,40.000221,-79.999449,1,-83.95,-83.95,0,0,
07/02/2024,23:17:31:388,40.000221,-79.999448,1,-85.34,-85.34,0,0,
07/02/2024,23:17:31:525,40.000221,-79.999447,1,-84.67,-84.67,0,0,
07/02/2024,23:17:31:634,40.000220,-79.999445,1,-82.49,-82.49,0,0,
07/02/2024,23:17:31:756,40.000220,-79.999444,1,-80.93,-80.93,0,0,
07/02/2024,23:17:31:877,40.000220,-79.999443,1,-84.83,-84.83,0,0,
07/02/2024,23:17:31:996,40.000220,-79.999442,1,-84.96,-84.96,0,0,
07/02/2024,23:17:32:120,40.000220,-79.999441,1,-91,-91,0,0,
07/02/2024,23:17:32:247,40.000220,-79.999440,1,-85.11,-85.11,0,0,
07/02/2024,23:17:32:368,40.000220,-79.999439,1,-89.04,-89.04,0,0,
07/02/2024,23:17:32:504,40.000220,-79.999438,1,-89.1,-89.1,0,0,
07/02/2024,23:17:32:618,40.000220,-79.999437,1,-83.93,-83.93,0,0,
07/02/2024,23:17:32:733,40.000219,-79.999435,1,-87.36,-87.36,0,0,
07/02/2024,23:17:32:853,40.000219,-79.999434,1,-89.78,-89.78,0,0,
07/02/2024,23:17:32:978,40.000219,-79.999433,1,-87.8,-87.8,0,0,
07/02/2024,23:17:33:103,40.000219,-79.999432,1,-84.79,-84.79,0,0,
07/02/2024,23:17:33:238,40.000219,-79.999431,1,-87.24,-87.24,0,0,
07/02/2024,23:17:33:342,40.000219,-79.999430,1,-95.49,-95.49,0,0,
07/02/2024,23:17:33:468,40.000219,-79.999429,1,-96.47,-96.47,0,0,
07/02/2024,23:17:33:589,40.000219,-79.999428,1,-92.63,-92.63,0,0,
07/02/2024,23:17:33:708,40.000219,-79.999427,1,-92.47,-92.47,0,0,
07/02/2024,23:17:34:086,40.000218,-79.999426,1,-87.87,-87.87,0,0,
07/02/2024,23:17:34:111,40.000218,-79.999424,1,-91.69,-91.69,0,0,
07/02/2024,23:17:34:136,40.000218,-79.999423,1,-93.79,-93.79,0,0,
07/02/2024,23:17:34:207,40.000218,-79.999422,1,-86.23,-86.23,0,0,
07/02/2024,23:17:34:329,40.000218,-79.999421,1,-94.28,-94.28,0,0,
07/02/2024,23:17:34:447,40.000218,-79.999420,1,-92.1,-92.1,0,0,
07/02/2024,23:17:34:573,40.000218,-79.999419,1,-96.51,-96.51,0,0,
07/02/2024,23:17:34:690,40.000218,-79.999418,1,-92.15,-92.15,0,0,
07/02/2024,23:17:34:812,40.000218,-79.999417,1,-103.32,-103.32,0,0,
07/02/2024,23:17:34:970,40.000217,-79.999416,1,-90.51,-90.51,0,0,
07/02/2024,23:17:35:058,40.000217,-79.999414,1,-94.13,-94.13,0,0,
07/02/2024,23:17:35:213,40.000217,-79.999413,1,-91.58,-91.58,0,0,
07/02/2024,23:17:35:302,40.000217,-79.999412,1,-95.09,-95.09,0,0,
07/02/2024,23:17:35:425,40.000217,-79.999411,1,-91.76,-91.76,0,0,
07/02/2024,23:17:35:550,40.000217,-79.999410,1,-96.9,-96.9,0,0,
07/02/2024,23:17:35:679,40.000217,-79.999409,1,-86.6,-86.6,0,0,
07/02/2024,23:17:35:792,40.000217,-79.999408,1,-90.08,-90.08,0,0,
07/02/2024,23:17:35:917,40.000216,-79.999407,1,-99.98,-99.98,0,0,
07/02/2024,23:17:36:040,40.000216,-79.999406,1,-94.48,-94.48,0,0,
07/02/2024,23:17:36:158,40.000216,-79.999404,1,-88.64,-88.64,0,0,
07/02/2024,23:17:36:283,40.000216,-79.999403,1,-95.77,-95.77,0,0,
07/02/2024,23:17:36:405,40.000216,-79.999402,1,-91.11,-91.11,0,0,
07/02/2024,23:17:36:529,40.000216,-79.999401,1,-95.74,-95.74,0,0,
07/02/2024,23:17:36:650,40.000216,-79.999400,1,-93.21,-93.21,0,0,
07/02/2024,23:17:36:779,40.000216,-79.999399,1,-91.32,-91.32,0,0,
07/02/2024,23:17:36:899,40.000216,-79.999398,1,-90.31,-90.31,0,0,
07/02/2024,23:17:37:050,40.000215,-79.999397,1,-89.44,-89.44,0,0,
07/02/2024,23:17:37:142,40.000215,-79.999396,1,-93.36,-93.36,0,0,
07/02/2024,23:17:37:264,40.000215,-79.999395,1,-98.5,-98.5,0,0,
07/02/2024,23:17:37:387,40.000215,-79.999393,1,-98.11,-98.11,0,0,
07/02/2024,23:17:37:507,40.000215,-79.999392,1,-93.1,-93.1,0,0,
07/02/2024,23:17:37:639,40.000215,-79.999391,1,-99.02,-99.02,0,0,
07/02/2024,23:17:37:755,40.000215,-79.999390,1,-89.9,-89.9,0,0,
07/02/2024,23:17:37:876,40.000215,-79.999389,1,-93.01,-93.01,0,0,
07/02/2024,23:17:37:997,40.000215,-79.999388,1,-91.2,-91.2,0,0,
07/02/2024,23:17:38:129,40.000214,-79.999387,1,-93.91,-93.91,0,0,
07/02/2024,23:17:38:274,40.000214,-79.999386,1,-96.74,-96.74,0,0,
07/02/2024,23:17:38:364,40.000214,-79.999385,1,-103.54,-103.54,0,0,
07/02/2024,23:17:38:489,40.000214,-79.999383,1,-91.89,-91.89,0,0,
07/02/2024,23:17:38:612,40.000214,-79.999382,1,-88.23,-88.23,0,0,
07/02/2024,23:17:38:731,40.000214,-79.999381,1,-97.46,-97.46,0,0,
07/02/2024,23:17:38:867,40.000214,-79.999380,1,-86.12,-86.12,0,0,
07/02/2024,23:17:38:998,40.000214,-79.999379,1,-94.22,-94.22,0,0,
07/02/2024,23:17:39:097,40.000214,-79.999378,1,-93.65,-93.65,0,0,
07/02/2024,23:17:39:385,40.000213,-79.999377,1,-90.95,-90.95,0,0,
07/02/2024,23:17:39:412,40.000213,-79.999376,1,-98.04,-98.04,0,0,
07/02/2024,23:17:39:467,40.000213,-79.999375,1,-90.64,-90.64,0,0,
07/02/2024,23:17:39:590,40.000213,-79.999374,1,-95.64,-95.64,0,0,
07/02/2024,23:17:39:714,40.000213,-79.999372,1,-94.58,-94.58,0,0,
07/02/2024,23:17:39:839,40.000213,-79.999371,1,-96.87,-96.87,0,0,
07/02/2024,23:17:39:955,40.000213,-79.999370,1,-101.08,-101.08,0,0,
07/02/2024,23:17:40:081,40.000213,-79.999369,1,-98.38,-98.38,0,0,
07/02/2024,23:17:40:203,40.000213,-79.999368,1,-94.98,-94.98,0,0,
07/02/2024,23:17:40:333,40.000212,-79.999367,1,-95.55,-95.55,0,0,
07/02/2024,23:17:40:449,40.000212,-79.999366,1,-101.53,-101.53,0,0,
07/02/2024,23:17:40:587,40.000212,-79.999365,1,-100.8,-100.8,0,0,
07/02/2024,23:17:40:699,40.000212,-79.999364,1,-102.09,-102.09,0,0,
07/02/2024,23:17:40:856,40.000212,-79.999362,1,-105.91,-105.91,0,0,
07/02/2024,23:17:40:953,40.000212,-79.999361,1,-98.07,-98.07,0,0,
07/02/2024,23:17:41:063,40.000212,-79.999360,1,-95.43,-95.43,0,0,
07/02/2024,23:17:41:181,40.000212,-79.999359,1,-105.48,-105.48,0,0,
07/02/2024,23:17:41:304,40.000212,-79.999358,1,-97.59,-97.59,0,0,
07/02/2024,23:17:41:425,40.000211,-79.999357,1,-94.01,-94.01,0,0,
07/02/2024,23:17:41:547,40.000211,-79.999356,1,-96.68,-96.68,0,0,
07/02/2024,23:17:41:675,40.000211,-79.999355,1,-94.2,-94.2,0,0,
07/02/2024,23:17:41:800,40.000211,-79.999354,1,-107.46,-107.46,0,0,
07/02/2024,23:17:41:919,40.000211,-79.999353,1,-102.63,-102.63,0,0,
07/02/2024,23:17:42:035,40.000211,-79.999351,1,-96.41,-96.41,0,0,
07/02/2024,23:17:42:158,40.000211,-79.999350,1,-102.82,-102.82,0,0,
07/02/2024,23:17:42:284,40.000211,-79.999349,1,-97.78,-97.78,0,0,
07/02/2024,23:17:42:409,40.000211,-79.999348,1,-101.72,-101.72,0,0,
07/02/2024,23:17:42:526,40.000210,-79.999347,1,-100.63,-100.63,0,0,
07/02/2024,23:17:42:671,40.000210,-79.999346,1,-103.52,-103.52,0,0,
07/02/2024,23:17:42:789,40.000210,-79.999345,1,-106.15,-106.15,0,0,
07/02/2024,23:17:42:904,40.000210,-79.999344,1,-97.33,-97.33,0,0,
07/02/2024,23:17:43:020,40.000210,-79.999343,1,-95.96,-95.96,0,0,
07/02/2024,23:17:43:140,40.000210,-79.999341,1,-96.23,-96.23,0,0,
07/02/2024,23:17:43:261,40.000210,-79.999340,1,-102.82,-102.82,0,0,
07/02/2024,23:17:43:396,40.000210,-79.999339,1,-106.15,-106.15,0,0,
07/02/2024,23:17:43:511,40.000210,-79.999338,1,-92.08,-92.08,0,0,
07/02/2024,23:17:43:630,40.000209,-79.999337,1,-92.49,-92.49,0,0,
07/02/2024,23:17:43:752,40.000209,-79.999336,1,-96.6,-96.6,0,0,
07/02/2024,23:17:43:882,40.000209,-79.999335,1,-95.14,-95.14,0,0,
07/02/2024,23:17:44:001,40.000209,-79.999334,1,-98.91,-98.91,0,0,
07/02/2024,23:17:44:127,40.000209,-79.999333,1,-100.46,-100.46,0,0,
07/02/2024,23:17:44:241,40.000209,-79.999332,1,-93.71,-93.71,0,0,
07/02/2024,23:17:44:381,40.000209,-79.999330,1,-96.26,-96.26,0,0,
07/02/2024,23:17:44:681,40.000209,-79.999329,1,-98.18,-98.18,0,0,
07/02/2024,23:17:44:705,40.000209,-79.999328,1,-95.15,-95.15,0,0,
07/02/2024,23:17:44:729,40.000208,-79.999327,1,-96.89,-96.89,0,0,
07/02/2024,23:17:44:854,40.000208,-79.999326,1,-95.63,-95.63,0,0,
07/02/2024,23:17:44:981,40.000208,-79.999325,1,-97.78,-97.78,0,0,
07/02/2024,23:17:45:104,40.000208,-79.999324,1,-99.59,-99.59,0,0,
07/02/2024,23:17:45:224,40.000208,-79.999323,1,-93.52,-93.52,0,0,
07/02/2024,23:17:45:347,40.000208,-79.999322,1,-98.03,-98.03,0,0,
07/02/2024,23:17:45:473,40.000208,-79.999320,1,-107.71,-107.71,0,0,
07/02/2024,23:17:45:592,40.000208,-79.999319,1,-96.67,-96.67,0,0,
07/02/2024,23:17:45:715,40.000208,-79.999318,1,-104.69,-104.69,0,0,
07/02/2024,23:17:45:839,40.000207,-79.999317,1,-102.33,-102.33,0,0,
07/02/2024,23:17:45:957,40.000207,-79.999316,1,-103.64,-103.64,0,0,
07/02/2024,23:17:46:083,40.000207,-79.999315,1,-103.97,-103.97,0,0,
07/02/2024,23:17:46:199,40.000207,-79.999314,1,-102.13,-102.13,0,0,
07/02/2024,23:17:46:334,40.000207,-79.999313,1,-101.49,-101.49,0,0,
07/02/2024,23:17:46:459,40.000207,-79.999312,1,-105.42,-105.42,0,0,
07/02/2024,23:17:46:572,40.000207,-79.999311,1,-103.62,-103.62,0,0,
07/02/2024,23:17:46:694,40.000207,-79.999309,1,-100.43,-100.43,0,0,
07/02/2024,23:17:46:814,40.000207,-79.999308,1,-99.03,-99.03,0,0,
07/02/2024,23:17:46:946,40.000207,-79.999304,1,-97.09,-97.09,0,0,
07/02/2024,23:17:47:069,40.000207,-79.999299,1,-100.21,-100.21,0,0,
07/02/2024,23:17:47:194,40.000207,-79.999294,1,-101.92,-101.92,0,0,
07/02/2024,23:17:47:309,40.000207,-79.999289,1,-105.64,-105.64,0,0,
07/02/2024,23:17:47:428,40.000207,-79.999284,1,-102.12,-102.12,0,0,
07/02/2024,23:17:47:548,40.000208,-79.999279,1,-97.93,-97.93,0,0,
07/02/2024,23:17:47:670,40.000208,-79.999275,1,-102.76,-102.76,0,0,
07/02/2024,23:17:47:791,40.000208,-79.999270,1,-102.48,-102.48,0,0,
07/02/2024,23:17:47:916,40.000208,-79.999265,1,-99.88,-99.88,0,0,
07/02/2024,23:17:48:043,40.000208,-79.999260,1,-96.6,-96.6,0,0,
07/02/2024,23:17:48:163,40.000208,-79.999255,1,-102.48,-102.48,0,0,
07/02/2024,23:17:48:300,40.000209,-79.999250,1,-103.04,-103.04,0,0,
07/02/2024,23:17:48:419,40.000209,-79.999246,1,-95.32,-95.32,0,0,
07/02/2024,23:17:48:545,40.000209,-79.999241,1,-97.07,-97.07,0,0,
07/02/2024,23:17:48:663,40.000209,-79.999236,1,-97.97,-97.97,0,0,
07/02/2024,23:17:48:788,40.000209,-79.999231,1,-101.64,-101.64,0,0,
07/02/2024,23:17:48:905,40.000209,-79.999226,1,-100.27,-100.27,0,0,
07/02/2024,23:17:49:035,40.000210,-79.999222,1,-105.04,-105.04,0,0,
07/02/2024,23:17:49:149,40.000210,-79.999217,1,-94.41,-94.41,0,0,
07/02/2024,23:17:49:278,40.000210,-79.999212,1,-94.78,-94.78,0,0,
07/02/2024,23:17:49:397,40.000210,-79.999207,1,-99.1,-99.1,0,0,
07/02/2024,23:17:49:524,40.000210,-79.999202,1,-88.31,-88.31,0,0,
07/02/2024,23:17:49:641,40.000211,-79.999197,1,-96.82,-96.82,0,0,
07/02/2024,23:17:49:940,40.000211,-79.999193,1,-86.95,-86.95,0,0,
07/02/2024,23:17:49:960,40.000211,-79.999188,1,-91.97,-91.97,0,0,
07/02/2024,23:17:50:009,40.000211,-79.999183,1,-89.72,-89.72,0,0,
07/02/2024,23:17:50:146,40.000211,-79.999178,1,-93.64,-93.64,0,0,
07/02/2024,23:17:50:281,40.000211,-79.999173,1,-86.98,-86.98,0,0,
07/02/2024,23:17:50:372,40.000212,-79.999168,1,-98.12,-98.12,0,0,
07/02/2024,23:17:50:499,40.000212,-79.999164,1,-90.32,-90.32,0,0,
07/02/2024,23:17:50:623,40.000212,-79.999159,1,-89.1,-89.1,0,0,
07/02/2024,23:17:50:740,40.000212,-79.999154,1,-89.84,-89.84,0,0,
07/02/2024,23:17:50:863,40.000212,-79.999149,1,-86.58,-86.58,0,0,
07/02/2024,23:17:50:987,40.000212,-79.999144,1,-82.14,-82.14,0,0,
07/02/2024,23:17:51:116,40.000213,-79.999140,1,-91.43,-91.43,0,0,
07/02/2024,23:17:51:230,40.000213,-79.999135,1,-80.47,-80.47,0,0,
07/02/2024,23:17:51:361,40.000213,-79.999130,1,-81.61,-81.61,0,0,
07/02/2024,23:17:51:481,40.000213,-79.999125,1,-76.92,-76.92,0,0,
07/02/2024,23:17:51:600,40.000213,-79.999120,1,-89.43,-89.43,0,0,
07/02/2024,23:17:51:722,40.000213,-79.999115,1,-94.47,-94.47,0,0,
07/02/2024,23:17:51:853,40.000214,-79.999111,1,-85.17,-85.17,0,0,
07/02/2024,23:17:51:976,40.000214,-79.999106,1,-87.83,-87.83,0,0,
07/02/2024,23:17:52:091,40.000214,-79.999101,1,-91.49,-91.49,0,0,
07/02/2024,23:17:52:218,40.000214,-79.999096,1,-91.9,-91.9,0,0,
07/02/2024,23:17:52:351,40.000214,-79.999091,1,-85.61,-85.61,0,0,
07/02/2024,23:17:52:455,40.000214,-79.999086,1,-87.47,-87.47,0,0,
07/02/2024,23:17:52:583,40.000215,-79.999082,1,-96.88,-96.88,0,0,
07/02/2024,23:17:52:699,40.000215,-79.999077,1,-95.09,-95.09,0,0,
07/02/2024,23:17:52:824,40.000215,-79.999072,1,-89.83,-89.83,0,0,
07/02/2024,23:17:52:945,40.000215,-79.999067,1,-99.74,-99.74,0,0,
07/02/2024,23:17:53:070,40.000215,-79.999062,1,-91.98,-91.98,0,0,
07/02/2024,23:17:53:191,40.000216,-79.999058,1,-91.66,-91.66,0,0,
07/02/2024,23:17:53:315,40.000216,-79.999053,1,-92.16,-92.16,0,0,
07/02/2024,23:17:53:433,40.000216,-79.999048,1,-88.8,-88.8,0,0,
07/02/2024,23:17:53:557,40.000216,-79.999043,1,-94.47,-94.47,0,0,
07/02/2024,23:17:53:694,40.000216,-79.999038,1,-90.62,-90.62,0,0,
07/02/2024,23:17:53:812,40.000216,-79.999033,1,-87.63,-87.63,0,0,
07/02/2024,23:17:53:926,40.000217,-79.999029,1,-94.73,-94.73,0,0,
07/02/2024,23:17:54:053,40.000217,-79.999024,1,-92.17,-92.17,0,0,
07/02/2024,23:17:54:175,40.000217,-79.999019,1,-95.5,-95.5,0,0,
07/02/2024,23:17:54:296,40.000217,-79.999014,1,-88.81,-88.81,0,0,
07/02/2024,23:17:54:420,40.000217,-79.999009,1,-88.78,-88.78,0,0,
07/02/2024,23:17:54:537,40.000217,-79.999004,1,-87.86,-87.86,0,0,
07/02/2024,23:17:54:662,40.000218,-79.999000,1,-103.32,-103.32,0,0,
07/02/2024,23:17:54:781,40.000218,-79.998995,1,-88.23,-88.23,0,0,
07/02/2024,23:17:54:910,40.000218,-79.998990,1,-88.92,-88.92,0,0,
07/02/2024,23:17:55:225,40.000218,-79.998985,1,-87.21,-87.21,0,0,
07/02/2024,23:17:55:246,40.000218,-79.998980,1,-93.82,-93.82,0,0,
07/02/2024,23:17:55:270,40.000218,-79.998976,1,-103.29,-103.29,0,0,
07/02/2024,23:17:55:395,40.000219,-79.998971,1,-89.97,-89.97,0,0,
07/02/2024,23:17:55:518,40.000219,-79.998966,1,-97.93,-97.93,0,0,
07/02/2024,23:17:55:642,40.000219,-79.998961,1,-96.83,-96.83,0,0,
07/02/2024,23:17:55:768,40.000219,-79.998956,1,-87.22,-87.22,0,0,
07/02/2024,23:17:55:895,40.000219,-79.998951,1,-86.35,-86.35,0,0,
07/02/2024,23:17:56:006,40.000219,-79.998947,1,-96.32,-96.32,0,0,
07/02/2024,23:17:56:128,40.000220,-79.998942,1,-88.5,-88.5,0,0,
07/02/2024,23:17:56:253,40.000220,-79.998937,1,-88.87,-88.87,0,0,
07/02/2024,23:17:56:377,40.000220,-79.998932,1,-99.5,-99.5,0,0,
07/02/2024,23:17:56:499,40.000220,-79.998927,1,-86.35,-86.35,0,0,
07/02/2024,23:17:56:622,40.000220,-79.998923,1,-97.18,-97.18,0,0,
07/02/2024,23:17:56:743,40.000221,-79.998918,1,-96.96,-96.96,0,0,
07/02/2024,23:17:56:865,40.000221,-79.998913,1,-88.12,-88.12,0,0,
07/02/2024,23:17:56:990,40.000221,-79.998908,1,-88.11,-88.11,0,0,
07/02/2024,23:17:57:116,40.000221,-79.998903,1,-81.61,-81.61,0,0,
07/02/2024,23:17:57:237,40.000221,-79.998898,1,-80.64,-80.64,0,0,
07/02/2024,23:17:57:360,40.000221,-79.998894,1,-93.03,-93.03,0,0,
07/02/2024,23:17:57:478,40.000222,-79.998889,1,-88.85,-88.85,0,0,
07/02/2024,23:17:57:599,40.000222,-79.998884,1,-81.7,-81.7,0,0,
07/02/2024,23:17:57:729,40.000222,-79.998879,1,-85.71,-85.71,0,0,
07/02/2024,23:17:57:841,40.000222,-79.998874,1,-91.47,-91.47,0,0,
07/02/2024,23:17:57:969,40.000222,-79.998869,1,-100.01,-100.01,0,0,
07/02/2024,23:17:58:094,40.000222,-79.998865,1,-101.18,-101.18,0,0,
07/02/2024,23:17:58:208,40.000223,-79.998860,1,-104.08,-104.08,0,0,
07/02/2024,23:17:58:334,40.000223,-79.998855,1,-112.63,-112.63,0,0,
07/02/2024,23:17:58:453,40.000223,-79.998850,1,-104.47,-104.47,0,0,
07/02/2024,23:17:58:583,40.000223,-79.998845,1,-111.41,-111.41,0,0,
07/02/2024,23:17:58:702,40.000223,-79.998841,1,-108.6,-108.6,0,0,
07/02/2024,23:17:58:821,40.000223,-79.998836,1,-111.97,-111.97,0,0,
07/02/2024,23:17:58:948,40.000224,-79.998831,1,-108.04,-108.04,0,0,
